trialIndex,condition,effector,runNumber,randomSeed,jitter,planDuration,cueCode,goCode,previewOnset,cueOnset,goOnset,executeOnset,itiOnset,trialEnd,actualPreviewVbl,actualCueDacOnset,actualCueTriggerT,actualGoDacOnset,actualGoTriggerT,actualItiTriggerT,cueSchedErrorMs,goSchedErrorMs
18,grasp,hand,1,1338123595,-0.21,5.29,11,21,306.806666,308.806666,314.096669,314.096669,316.096669,324.096669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,grasp,hand,1,1338123595,0.2631,5.7631,11,21,324.096669,326.096669,331.859785,331.859785,333.859785,341.859785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,touch,hand,1,1338123595,0.3183,5.8183,12,22,341.859785,343.859785,349.678054,349.678054,351.678054,359.678054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,touch,hand,1,1338123595,0.1578,5.6578,12,22,359.678054,361.678054,367.335898,367.335898,369.335898,377.335898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,touch,hand,1,1338123595,-0.3908,5.1092,12,22,377.335898,379.335898,384.445133,384.445133,386.445133,394.445133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,grasp,hand,1,1338123595,-0.2811,5.2189,11,21,394.445133,396.445133,401.664037,401.664037,403.664037,411.664037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,touch,hand,1,1338123595,0.2559,5.7559,12,22,411.664037,413.664037,419.419936,419.419936,421.419936,429.419936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,grasp,hand,1,1338123595,0.432,5.932,11,21,429.419936,431.419936,437.35198,437.35198,439.35198,447.35198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,touch,hand,1,1338123595,0.1853,5.6853,12,22,447.35198,449.35198,455.037239,455.037239,457.037239,465.037239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,touch,hand,1,1338123595,-0.0119,5.4881,12,22,465.037239,467.037239,472.525293,472.525293,474.525293,482.525293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,grasp,hand,1,1338123595,0.3264,5.8264,11,21,482.525293,484.525293,490.351692,490.351692,492.351692,500.351692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,grasp,hand,1,1338123595,-0.1023,5.3977,11,21,500.351692,502.351692,507.749425,507.749425,509.749425,517.749425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,touch,hand,1,1338123595,-0.1051,5.3949,12,22,517.749425,519.749425,525.144295,525.144295,527.144295,535.144295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,grasp,hand,1,1338123595,-0.1929,5.3071,11,21,535.144295,537.144295,542.451427,542.451427,544.451427,552.451427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,touch,hand,1,1338123595,0.3407,5.8407,12,22,552.451427,554.451427,560.292083,560.292083,562.292083,570.292083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,touch,hand,1,1338123595,0.3109,5.8109,12,22,570.292083,572.292083,578.102959,578.102959,580.102959,588.102959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,grasp,hand,1,1338123595,0.3358,5.8358,11,21,588.102959,590.102959,595.938795,595.938795,597.938795,605.938795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,touch,hand,1,1338123595,0.1095,5.6095,12,22,605.938795,607.938795,613.548268,613.548268,615.548268,623.548268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,grasp,hand,1,1338123595,0.1834,5.6834,11,21,623.548268,625.548268,631.23167,631.23167,633.23167,641.23167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,touch,hand,1,1338123595,-0.1464,5.3536,12,22,641.23167,643.23167,648.585274,648.585274,650.585274,658.585274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,grasp,hand,1,1338123595,0.1545,5.6545,11,21,658.585274,660.585274,666.239779,666.239779,668.239779,676.239779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,grasp,hand,1,1338123595,0.497,5.997,11,21,676.239779,678.239779,684.236792,684.236792,686.236792,694.236792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,grasp,hand,1,1338123595,0.1773,5.6773,11,21,694.236792,696.236792,701.914091,701.914091,703.914091,711.914091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
