trialIndex,condition,effector,runNumber,randomSeed,jitter,planDuration,cueCode,goCode,previewOnset,cueOnset,goOnset,executeOnset,itiOnset,trialEnd,actualPreviewVbl,actualCueDacOnset,actualCueTriggerT,actualGoDacOnset,actualGoTriggerT,actualItiTriggerT,cueSchedErrorMs,goSchedErrorMs
14,grasp,hand,1,1338143491,-0.2733,5.2267,11,21,236.914851,238.914851,244.14155,244.14155,246.14155,254.14155,236.93169093132,238.914850950241,238.914870262146,244.141550064087,244.141575813293,246.141567230225,0,0
15,touch,hand,1,1338143491,-0.3762,5.1238,12,22,254.14155,256.14155,261.265388,261.265388,263.265388,271.265388,254.149347543716,256.141550064087,256.141590833664,261.265388011932,261.265411138535,263.265405654907,0,0
16,touch,hand,1,1338143491,0.3227,5.8227,12,22,271.265388,273.265388,279.08811,279.08811,281.08811,289.08811,271.28391289711,273.265388011932,273.26540851593,279.088109970093,279.088130950928,281.088126659393,0,0
17,grasp,hand,1,1338143491,0.0265,5.5265,11,21,289.08811,291.08811,296.614634,296.614634,298.614634,306.614634,289.101685523987,291.088109970093,291.088140726089,296.614634037018,296.614652633667,298.614692211151,0,0
18,grasp,hand,1,1338143491,0.43,5.93,11,21,306.614634,308.614634,314.544588,314.544588,316.544588,324.544588,306.63610458374,308.614634037018,308.614672660828,314.544588088989,314.544630765915,316.544632911682,0,0
19,touch,hand,1,1338143491,0.0033,5.5033,12,22,324.544588,326.544588,332.047894,332.047894,334.047894,342.047894,324.553877353668,326.544588088989,326.544630765915,332.047894001007,332.0479388237,334.04793047905,0,0
20,grasp,hand,1,1338143491,0.4888,5.9888,11,21,342.047894,344.047894,350.036707,350.036707,352.036707,360.036707,342.055328607559,344.047894001007,344.047934770584,350.036706924438,350.036725282669,352.036723852158,0,0
21,touch,hand,1,1338143491,-0.1777,5.3223,12,22,360.036707,362.036707,367.358984,367.358984,369.358984,377.358984,360.056454896927,362.036706924438,362.036735534668,367.35898399353,367.35900759697,369.358999252319,0,0
22,touch,hand,1,1338143491,-0.3294,5.1706,12,22,377.358984,379.358984,384.529614,384.529614,386.529614,394.529614,377.374010562897,379.35898399353,379.359032392502,384.52961397171,384.529663562775,386.529630661011,0,0
23,grasp,hand,1,1338143491,-0.1604,5.3396,11,21,394.529614,396.529614,401.869207,401.869207,403.869207,411.869207,394.541662693024,396.52961397171,396.52965760231,401.869206905365,401.869229316711,403.869300365448,0,0
24,touch,hand,1,1338143491,-0.4924,5.0076,12,22,411.869207,413.869207,418.876801,418.876801,420.876801,428.876801,411.876450777054,413.869206905365,413.869235992432,418.876801013947,418.876823186874,420.876829385757,0,0
25,grasp,hand,1,1338143491,0.4972,5.9972,11,21,428.876801,430.876801,436.873985,436.873985,438.873985,446.873985,428.894068717957,430.876801013947,430.876840829849,436.873985052109,436.874028921127,438.874031543732,0,0
26,touch,hand,1,1338143491,0.4982,5.9982,12,22,446.873985,448.873985,454.872159,454.872159,456.872159,464.872159,446.8955078125,448.873985052109,448.874007463455,454.872159004211,454.872202634811,456.872175931931,0,0
27,touch,hand,1,1338143491,-0.2546,5.2454,12,22,464.872159,466.872159,472.117552,472.117552,474.117552,482.117552,464.879679918289,466.872159004211,466.872197389603,472.117552042007,472.117574930191,474.117567062378,0,0
28,touch,hand,1,1338143491,-0.3609,5.1391,12,22,482.117552,484.117552,489.256649,489.256649,491.256649,499.256649,482.130833864212,484.117552042007,484.117576599121,489.256649017334,489.256675958633,491.25666642189,0,0
29,grasp,hand,1,1338143491,0.2967,5.7967,11,21,499.256649,501.256649,507.053383,507.053383,509.053383,517.053383,499.26548242569,501.256649017334,501.256674051285,507.053383111954,507.053407907486,509.053399324417,0,0
30,grasp,hand,1,1338143491,-0.4567,5.0433,11,21,517.053383,519.053383,524.096684,524.096684,526.096684,534.096684,517.066573381424,519.053383111954,519.05340886116,524.096683979034,524.096710681915,526.096700191498,0,0
31,grasp,hand,1,1338143491,-0.3166,5.1834,11,21,534.096684,536.096684,541.280088,541.280088,543.280088,551.280088,534.117733716965,536.096683979034,536.096724748611,541.280087947845,541.28010725975,543.280282258987,0,0
32,touch,hand,1,1338143491,-0.3462,5.1538,12,22,551.280088,553.280088,558.433867,558.433867,560.433867,568.433867,551.301999807358,553.280087947845,553.280128002167,558.433866977692,558.433908700943,560.433884143829,0,0
33,grasp,hand,1,1338143491,-0.1775,5.3225,11,21,568.433867,570.433867,575.756415,575.756415,577.756415,585.756415,568.452993631363,570.433866977692,570.433892011642,575.756414890289,575.756460428238,577.756431818008,0,0
34,touch,hand,1,1338143491,0.2388,5.7388,12,22,585.756415,587.756415,593.49526,593.49526,595.49526,603.49526,585.770894527435,587.756414890289,587.756454467773,593.495260000229,593.495300531387,595.495274543762,0,0
35,touch,hand,1,1338143491,0.456,5.956,12,22,603.49526,605.49526,611.451254,611.451254,613.451254,621.451254,603.505618572235,605.495260000229,605.495297670364,611.451253890991,611.45129609108,613.451270580292,0,0
36,grasp,hand,1,1338143491,0.1666,5.6666,11,21,621.451254,623.451254,629.117887,629.117887,631.117887,639.117887,621.473271131516,623.451253890991,623.45129609108,629.117887020111,629.117909193039,631.117905139923,0,0
37,touch,hand,1,1338143491,-0.4876,5.0124,12,22,639.117887,641.117887,646.130297,646.130297,648.130297,656.130297,639.141327381134,641.117887020111,641.117934942245,646.130296945572,646.130343437195,648.130314588547,0,0
38,touch,hand,1,1338143491,-0.0069,5.4931,12,22,656.130297,658.130297,663.623408,663.623408,665.623408,673.623408,656.142299413681,658.130296945572,658.130336523056,663.623408079147,663.623428106308,665.623425245285,0,0
39,grasp,hand,1,1338143491,0.1298,5.6298,11,21,673.623408,675.623408,681.253228,681.253228,683.253228,691.253228,673.643404483795,675.623408079147,675.62343120575,681.253227949142,681.253248691559,683.253244638443,0,0
40,grasp,hand,1,1338143491,-0.2079,5.2921,11,21,691.253228,693.253228,698.54534,698.54534,700.54534,708.54534,691.261323451996,693.253227949142,693.25325345993,698.545340061188,698.545378684998,700.545357227325,0,0
