trialIndex,condition,effector,runNumber,randomSeed,jitter,planDuration,cueCode,goCode,previewOnset,cueOnset,goOnset,executeOnset,itiOnset,trialEnd,actualPreviewVbl,actualCueDacOnset,actualCueTriggerT,actualGoDacOnset,actualGoTriggerT,actualItiTriggerT,cueSchedErrorMs,goSchedErrorMs
19,touch,hand,1,1338115316,0.4581,5.9581,12,22,326.265917,328.265917,334.22403,334.22403,336.22403,344.22403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20,touch,hand,1,1338115316,-0.0692,5.4308,12,22,344.22403,346.22403,351.654818,351.654818,353.654818,361.654818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,grasp,hand,1,1338115316,-0.3761,5.1239,11,21,361.654818,363.654818,368.778723,368.778723,370.778723,378.778723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22,touch,hand,1,1338115316,-0.0139,5.4861,12,22,378.778723,380.778723,386.264868,386.264868,388.264868,396.264868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23,touch,hand,1,1338115316,-0.3245,5.1755,12,22,396.264868,398.264868,403.440327,403.440327,405.440327,413.440327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24,grasp,hand,1,1338115316,0.0535,5.5535,11,21,413.440327,415.440327,420.993779,420.993779,422.993779,430.993779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,grasp,hand,1,1338115316,0.1216,5.6216,11,21,430.993779,432.993779,438.615342,438.615342,440.615342,448.615342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,grasp,hand,1,1338115316,-0.444,5.056,11,21,448.615342,450.615342,455.671346,455.671346,457.671346,465.671346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,touch,hand,1,1338115316,-0.4447,5.0553,12,22,465.671346,467.671346,472.726604,472.726604,474.726604,482.726604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
28,grasp,hand,1,1338115316,0.1305,5.6305,11,21,482.726604,484.726604,490.357076,490.357076,492.357076,500.357076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,touch,hand,1,1338115316,0.1774,5.6774,12,22,500.357076,502.357076,508.034476,508.034476,510.034476,518.034476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,grasp,hand,1,1338115316,0.0023,5.5023,11,21,518.034476,520.034476,525.536786,525.536786,527.536786,535.536786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
31,grasp,hand,1,1338115316,0.3882,5.8882,11,21,535.536786,537.536786,543.424974,543.424974,545.424974,553.424974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,grasp,hand,1,1338115316,0.0042,5.5042,11,21,553.424974,555.424974,560.929166,560.929166,562.929166,570.929166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33,touch,hand,1,1338115316,-0.2373,5.2627,12,22,570.929166,572.929166,578.19186,578.19186,580.19186,588.19186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,grasp,hand,1,1338115316,-0.1137,5.3863,11,21,588.19186,590.19186,595.578166,595.578166,597.578166,605.578166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,grasp,hand,1,1338115316,0.1433,5.6433,11,21,605.578166,607.578166,613.221461,613.221461,615.221461,623.221461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,grasp,hand,1,1338115316,0.4163,5.9163,11,21,623.221461,625.221461,631.137788,631.137788,633.137788,641.137788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37,touch,hand,1,1338115316,0.1986,5.6986,12,22,641.137788,643.137788,648.836346,648.836346,650.836346,658.836346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,grasp,hand,1,1338115316,0.01,5.51,11,21,658.836346,660.836346,666.346327,666.346327,668.346327,676.346327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,touch,hand,1,1338115316,-0.2372,5.2628,12,22,676.346327,678.346327,683.609165,683.609165,685.609165,693.609165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
40,touch,hand,1,1338115316,0.2901,5.7901,12,22,693.609165,695.609165,701.39922,701.39922,703.39922,711.39922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
